ID,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport
302080,True,False,False,False,False,False,False,False
302110,True,False,False,False,False,False,False,False
302120,True,False,False,False,False,False,False,False
302130,False,False,False,False,False,False,False,False
302160,True,False,False,False,False,False,False,False
302170,True,False,False,False,False,False,False,False
302180,True,False,False,False,False,False,False,False
302190,True,False,False,False,False,False,False,False
302210,True,False,False,False,False,False,False,False
302240,True,False,False,False,False,False,False,False
302250,True,False,False,False,False,False,False,False
302260,True,False,False,False,False,False,False,False
302270,True,True,True,False,False,False,False,False
302290,True,False,False,False,False,False,False,False
302310,True,False,False,False,False,False,False,False
302320,True,True,True,False,False,False,False,False
302330,True,False,False,False,False,False,False,False
302340,True,False,False,False,False,False,False,False
302350,True,False,False,False,False,False,False,False
302360,True,False,False,False,False,False,False,False
302370,True,False,False,False,False,False,False,False
302380,True,False,False,False,False,False,False,False
302390,True,False,False,False,False,False,False,False
302440,True,False,False,False,False,False,False,False
302460,True,False,False,False,False,False,False,False
302470,True,False,False,False,False,False,False,False
302490,True,False,False,False,False,False,False,False
302510,True,True,True,False,False,False,False,False
302570,True,False,False,False,False,False,False,False
302590,False,True,False,False,False,False,True,False
302610,True,False,False,False,False,False,False,False
302650,True,False,False,False,False,False,False,False
302670,True,True,True,False,False,False,True,False
302690,True,False,False,False,False,False,False,False
302710,True,True,False,False,False,False,False,True
302730,True,False,False,False,False,False,False,False
302750,True,False,False,False,False,False,False,False
302790,True,False,False,False,False,False,False,False
302810,True,False,False,False,False,False,False,False
302830,False,True,True,False,False,False,False,False
302850,True,False,False,False,False,False,False,False
302870,True,False,False,False,False,False,False,False
302910,True,False,False,False,False,False,False,False
302950,True,False,False,False,False,False,False,False
302970,True,False,False,False,False,False,False,False
303210,True,False,False,False,False,False,False,False
303260,False,True,True,False,False,False,False,False
303290,True,False,False,False,False,False,False,False
303310,True,False,False,False,False,False,False,False
303340,True,False,False,False,False,False,False,False
303390,True,False,False,False,False,False,False,False
303410,True,False,False,False,False,False,False,False
303430,True,False,False,False,False,False,False,False
303470,True,False,False,False,False,False,False,False
303510,True,True,True,False,False,False,False,False
303530,True,False,False,False,False,False,False,False
303550,True,False,False,False,False,False,False,False
303590,False,True,False,False,False,False,False,False
303680,True,False,False,False,False,False,False,False
303690,False,False,False,False,False,False,False,False
303710,True,False,False,False,False,False,False,False
303720,True,True,True,False,False,False,False,False
303790,True,False,False,False,False,False,False,False
303800,True,True,False,False,False,False,False,False
303820,True,True,False,False,False,False,False,False
303830,True,True,False,False,False,False,False,False
303840,True,False,False,False,False,False,False,False
303860,True,True,False,False,False,False,False,False
303870,True,False,False,False,False,False,False,False
303880,True,False,False,False,False,False,False,False
303910,True,True,True,False,False,False,False,False
303940,True,False,False,False,False,False,False,False
304030,False,True,False,True,False,False,False,False
304050,False,True,True,True,True,False,False,False
304150,True,True,False,False,False,False,False,False
304170,True,False,False,False,False,False,False,False
304190,True,False,False,False,False,False,False,False
304240,True,False,False,False,False,False,False,False
304290,True,False,False,False,False,False,False,False
304350,True,False,False,False,False,False,False,False
304410,True,False,False,False,False,False,False,False
304430,True,False,False,False,False,False,False,False
304460,True,False,False,False,False,False,False,False
304500,True,False,False,False,False,False,False,False
304530,True,False,False,False,False,False,False,False
304540,True,True,False,False,False,False,False,False
304580,True,True,True,False,False,False,False,False
304650,True,False,False,False,False,False,False,False
304670,True,True,False,False,False,False,False,False
304690,False,False,False,True,False,False,False,False
304730,True,False,False,False,False,False,False,False
304750,True,False,False,False,False,False,False,False
304810,True,False,False,False,False,False,False,False
304850,True,False,False,False,False,False,False,False
304910,True,True,True,False,False,False,False,False
304930,True,True,True,False,True,False,True,True
304950,True,False,False,False,False,False,False,False
304970,True,False,False,False,False,False,False,False
305010,True,False,False,False,False,False,False,False
305050,True,False,True,False,False,False,False,False
305070,True,False,False,False,False,False,False,False
305260,True,True,False,False,False,False,False,False
305280,False,False,False,False,False,False,False,False
305380,True,True,False,False,False,False,False,False
305390,True,True,True,False,False,False,False,False
305460,True,True,True,False,False,False,False,False
305480,True,False,False,False,False,False,False,False
305490,True,False,False,False,False,False,False,False
305500,True,True,True,False,False,False,False,False
305510,True,True,True,False,False,False,False,False
305620,True,False,False,False,False,False,False,False
305640,True,False,False,False,False,False,False,False
305660,True,False,False,False,False,False,False,False
305720,True,True,False,False,False,False,False,False
305740,True,False,False,False,False,False,True,False
305780,True,False,False,False,False,False,False,False
305800,True,False,False,False,False,False,False,False
305820,True,False,False,False,False,False,True,False
305840,True,False,False,False,False,False,False,False
305860,True,False,False,False,False,False,False,False
305880,True,False,False,False,False,False,False,False
305920,True,False,False,False,False,False,False,False
305940,True,False,False,False,False,False,False,False
305960,True,True,False,False,False,False,False,False
305980,True,True,False,False,False,False,False,False
306000,True,True,True,False,True,False,False,False
306020,True,False,True,False,False,False,False,False
306040,True,False,False,False,False,False,False,False
306130,False,False,False,True,False,False,False,False
306200,True,False,False,False,False,False,False,False
306260,True,False,False,False,False,False,False,False
306350,True,False,False,False,False,False,False,False
306370,True,False,False,False,False,False,False,False
306410,True,False,False,False,False,False,False,False
306440,True,False,False,False,False,False,False,False
306480,True,False,False,False,False,False,False,False
306490,True,True,False,False,False,False,False,False
306510,False,False,False,False,False,False,True,False
306520,True,False,False,False,False,False,False,False
306550,True,True,False,False,False,False,False,False
306620,True,False,False,False,False,False,False,False
306630,True,True,False,False,False,False,False,False
306640,True,True,True,False,False,False,True,False
306660,True,True,False,False,False,False,False,False
306670,True,True,True,False,False,False,False,False
306680,True,False,False,False,False,False,False,False
306700,True,True,False,False,False,False,False,False
306760,True,False,False,False,False,False,False,False
306830,False,True,True,False,False,False,False,False
306930,False,True,False,True,False,False,False,False
306950,True,False,False,False,False,False,False,False
307010,True,False,False,False,False,False,False,False
307030,True,True,False,False,False,False,False,False
307050,True,False,False,False,False,False,False,False
307070,True,False,False,False,False,False,False,False
307090,True,False,False,False,False,False,False,False
307110,False,True,True,False,False,False,False,False
307130,True,True,True,False,False,False,True,False
307170,True,False,False,False,False,False,False,False
307190,True,False,False,False,False,False,False,False
307210,True,False,False,False,False,False,False,False
307230,True,False,False,False,False,False,True,False
307270,True,True,False,False,False,False,False,False
307290,False,True,True,False,False,False,False,False
307340,True,True,False,False,False,False,False,False
307350,True,False,False,False,False,False,False,False
307410,True,True,False,False,False,False,False,False
307430,True,True,False,False,False,False,False,False
307560,True,False,False,False,False,False,False,False
307570,True,False,False,False,False,False,False,False
307580,False,False,False,False,False,False,False,False
307590,True,True,False,False,False,False,False,False
307600,True,False,False,False,False,False,False,False
307620,True,True,True,False,False,False,False,False
307640,True,False,False,False,False,False,False,False
307670,True,False,False,False,False,False,False,False
307690,True,False,False,False,False,False,False,False
307760,True,False,False,False,False,False,False,False
307770,True,False,False,False,False,False,False,False
307780,True,True,False,False,False,False,False,False
307860,True,False,False,False,False,False,False,False
307880,True,True,True,False,False,False,False,False
307900,True,False,False,False,False,False,False,False
307920,True,False,False,False,False,False,False,False
307930,True,False,False,False,False,False,False,False
307960,True,True,False,False,False,False,True,False
307980,True,True,True,False,False,False,False,False
307990,True,False,False,False,False,False,False,False
308000,True,False,False,False,False,False,False,False
308040,True,False,False,False,False,False,False,False
308060,True,False,False,False,False,False,False,False
308080,True,True,True,False,False,False,True,False
308173,True,False,False,False,False,False,True,False
308180,True,False,False,False,False,False,False,False
308270,True,True,False,False,False,False,False,False
308320,True,False,False,False,False,False,False,False
308330,True,False,False,False,False,False,False,False
308360,True,False,False,False,False,False,True,False
308380,True,False,False,False,False,False,False,False
308400,True,False,False,False,False,False,False,False
308420,True,False,False,False,False,False,False,False
308440,True,False,False,False,False,False,False,False
308460,True,False,False,False,False,False,False,False
308520,True,True,True,True,False,False,False,False
308560,True,False,False,False,False,False,False,False
308580,True,True,False,False,False,False,False,False
309900,False,True,False,False,False,False,False,False
310060,True,False,False,False,False,False,False,False
310070,True,False,False,False,False,False,False,False
310080,True,False,False,False,False,False,False,False
310110,False,True,False,False,False,False,True,False
310360,True,False,False,False,False,False,False,False
310370,True,False,False,False,False,False,False,False
310380,False,True,False,False,True,False,False,False
310390,True,True,False,False,False,False,True,False
310450,True,False,False,False,False,False,False,False
310460,True,False,False,False,False,False,False,False
310470,True,True,False,False,False,False,False,False
310490,True,False,False,False,False,False,False,False
310510,True,True,False,False,False,False,True,False
310560,True,True,False,False,False,False,False,False
310640,True,False,False,False,False,False,False,False
310700,True,False,False,False,False,False,False,False
310740,True,False,False,False,False,False,False,False
310760,False,True,True,False,False,False,False,False
310790,True,True,False,False,False,False,False,False
310810,True,True,True,False,False,False,False,False
310830,True,True,False,False,False,False,False,False
310850,True,False,False,False,False,False,False,False
310880,True,False,False,False,False,False,False,False
310890,True,True,True,False,False,False,False,False
310950,True,True,False,False,False,False,False,False
310970,True,False,False,False,False,False,False,False
310990,True,True,False,False,False,False,False,False
311010,True,False,False,False,False,False,False,False
311040,True,True,False,False,False,False,False,False
311060,True,False,False,False,False,False,False,False
311080,True,False,False,False,False,False,False,False
311100,True,False,False,False,False,False,False,False
311120,True,False,False,False,False,False,False,False
311140,True,False,False,False,False,False,False,False
311170,True,False,False,False,False,False,False,False
311190,True,False,False,False,False,False,False,False
311210,True,True,True,False,False,False,False,False
311240,True,False,False,False,False,False,False,False
311250,True,False,False,False,False,False,False,True
311260,True,True,True,False,False,False,False,False
311290,True,True,True,False,False,False,False,False
311310,False,True,False,True,False,False,False,False
311340,True,False,False,False,False,False,False,False
311400,True,False,False,False,False,False,False,False
311480,True,True,True,False,False,False,False,False
311490,True,False,False,False,False,False,False,False
311560,True,False,False,False,False,False,False,False
311680,True,False,False,False,False,False,False,False
311690,True,True,False,False,False,False,False,False
311700,True,True,False,False,False,False,False,False
311720,True,False,False,False,False,False,False,False
311730,True,True,False,False,False,False,False,False
311770,True,True,False,False,False,False,False,False
311800,True,True,True,False,False,False,False,False
311820,True,False,False,False,False,False,False,False
311840,True,False,False,False,False,False,False,False
311850,True,False,False,False,False,False,False,False
311860,True,False,False,False,False,False,False,False
311870,True,False,False,False,False,False,False,False
311910,True,False,False,False,False,False,False,False
311930,True,False,False,False,False,False,False,False
311940,True,False,False,False,False,False,False,False
311980,True,False,False,False,False,False,False,False
312010,True,False,False,False,False,False,False,False
312020,True,True,False,False,False,False,False,False
312050,True,False,False,False,False,False,False,False
312150,False,True,False,False,False,False,False,False
312200,True,False,False,False,False,False,False,False
312210,True,True,False,False,False,False,False,False
312220,True,False,False,False,False,False,False,False
312230,True,False,False,False,False,False,False,False
312240,True,True,False,False,False,False,False,False
312270,True,False,False,False,False,False,False,False
312280,True,True,False,False,False,False,False,False
312300,True,False,False,False,False,False,False,False
312310,True,False,False,False,False,False,True,False
312350,True,True,False,False,False,False,False,False
312360,True,True,True,False,False,False,False,False
312370,True,True,False,False,False,False,True,False
312400,True,False,False,False,False,False,False,False
312410,True,False,False,False,False,False,False,False
312420,True,True,False,False,False,False,True,False
312430,True,False,False,False,False,False,False,False
312440,True,True,False,False,False,False,False,False
312450,True,True,False,False,False,False,True,False
312510,True,False,False,False,False,False,False,False
312520,True,True,True,False,False,False,False,False
312530,True,True,False,False,False,False,True,False
312540,True,False,False,False,False,False,False,False
312600,True,False,False,False,False,False,False,False
312610,True,True,True,False,False,False,False,False
312630,True,False,False,False,False,False,False,False
312640,True,False,False,False,False,False,False,False
312660,True,True,True,False,False,False,False,False
312710,True,True,False,False,False,False,False,False
312720,True,True,False,False,False,False,False,False
312750,True,False,False,False,False,False,False,False
312780,True,False,False,False,False,False,False,False
312790,True,False,False,False,False,False,False,False
312840,True,False,False,False,False,False,False,False
312900,True,True,False,False,False,False,False,False
312920,True,True,True,False,False,False,False,False
312960,True,True,True,False,False,False,False,False
312970,True,False,False,False,False,False,False,False
312980,True,False,False,False,False,False,False,False
312990,True,True,False,False,False,False,False,False
313010,False,False,False,False,False,False,False,False
313020,True,False,False,False,False,False,False,False
313040,True,False,False,False,False,False,False,False
313080,True,False,False,False,False,False,False,False
313120,True,False,False,False,False,False,False,False
313130,True,False,False,False,False,False,False,False
313140,True,False,False,False,False,False,False,False
313160,True,True,True,False,False,False,False,False
313190,True,False,False,False,False,False,False,False
313200,True,False,False,False,False,False,False,False
313210,True,False,False,False,False,False,False,False
313330,True,False,False,False,False,False,False,False
313340,True,False,False,False,False,False,False,True
313360,True,False,False,False,False,False,False,False
313400,True,False,False,False,False,False,False,False
313470,True,True,True,False,False,False,False,False
313480,True,False,False,False,False,False,False,False
313500,True,False,False,False,False,False,False,False
313590,True,False,False,False,False,False,False,False
313620,True,False,False,False,False,False,False,False
313630,True,False,False,False,False,False,False,True
313650,True,False,False,False,False,False,False,False
313660,True,True,False,False,False,False,False,False
313690,True,True,False,False,False,False,False,False
313730,True,False,False,False,False,False,False,False
313740,True,False,False,False,False,False,False,False
313810,True,False,False,False,False,False,False,False
313830,True,False,False,False,False,False,False,False
313870,True,False,False,False,False,False,False,False
313960,True,False,False,False,False,False,False,False
313980,True,False,False,False,False,False,False,False
314000,True,True,True,False,False,True,False,False
314010,True,True,False,False,True,False,True,False
314020,True,False,False,False,False,False,False,False
314030,True,False,False,False,False,False,False,False
314050,True,False,False,False,False,False,False,False
314070,True,True,False,False,False,False,False,False
314120,True,False,False,False,False,False,False,False
314150,True,True,True,False,False,False,False,False
314160,True,True,False,False,False,False,False,False
314180,True,True,False,False,False,False,False,False
314200,True,False,False,False,False,False,False,False
314210,True,False,False,False,False,False,False,False
314220,True,True,False,False,False,False,False,False
314230,True,False,False,False,False,False,False,False
314240,True,False,False,False,False,False,False,False
314250,True,False,False,False,False,False,False,False
314280,True,False,False,False,False,True,True,False
314290,True,True,False,False,False,False,False,False
314300,False,True,False,False,False,False,False,False
314320,True,False,False,False,False,False,False,False
314330,True,False,False,False,False,False,True,False
314340,True,True,False,False,False,False,False,False
314350,True,True,True,False,False,False,False,False
314360,True,False,False,False,False,False,False,False
314370,True,False,False,False,False,False,False,False
314380,True,False,False,False,False,False,False,False
314410,True,True,True,False,False,False,False,False
314450,True,True,False,False,False,False,False,False
314460,True,True,False,False,False,False,False,False
314470,True,False,False,False,False,False,False,False
314500,False,False,False,False,False,False,False,False
314510,True,False,False,False,False,False,False,False
314520,True,True,False,False,False,False,False,False
314530,True,True,True,False,False,False,False,False
314540,True,False,False,False,False,False,False,False
314560,True,False,False,False,False,False,False,False
314570,True,False,False,False,False,False,False,False
314590,True,False,False,False,False,False,False,False
314660,True,False,False,False,False,False,False,False
314700,False,True,False,True,False,False,False,False
314710,True,True,True,False,False,False,False,False
314730,False,False,False,False,False,False,False,False
314760,True,False,False,False,False,False,False,False
314770,True,False,False,False,False,False,False,False
314790,True,False,False,False,False,False,False,False
314810,True,False,False,False,False,False,False,False
314830,True,False,False,False,False,False,False,False
314850,True,False,False,False,False,False,False,False
314950,True,True,True,False,False,False,False,True
314970,True,True,True,False,True,False,True,False
314980,True,True,False,False,False,False,False,False
315060,True,False,False,False,False,False,True,False
315070,True,False,False,False,False,False,False,False
315080,True,True,False,False,False,False,False,False
315110,True,True,False,False,False,False,False,False
315130,True,True,True,False,False,False,False,False
315240,False,False,False,False,False,False,False,False
315260,True,False,False,False,False,False,False,False
315320,True,False,False,False,False,False,False,False
315330,True,False,False,False,False,False,False,False
315340,True,False,False,False,False,False,False,False
315430,True,True,False,False,False,False,False,False
315440,True,True,False,False,False,False,False,False
315450,True,False,False,False,False,False,False,False
315460,True,False,False,False,False,False,False,False
315480,True,False,False,False,False,False,False,False
315540,True,True,False,False,False,False,False,False
315550,True,False,False,False,False,False,False,False
315600,True,False,False,False,False,False,False,False
315610,True,False,False,False,False,False,False,False
315650,True,False,False,False,False,False,False,False
315660,True,True,True,False,False,False,False,False
315670,True,True,False,False,False,False,False,False
315680,True,False,False,False,False,False,False,False
315740,True,False,False,False,False,False,False,False
315810,True,False,False,False,False,False,False,False
315830,True,True,False,False,False,False,True,False
315840,True,False,False,False,False,False,False,False
315850,True,False,False,False,False,False,False,False
315860,True,False,False,False,False,False,False,False
315920,True,False,False,False,False,False,False,False
315930,True,False,False,False,False,False,False,False
315940,True,False,False,False,False,False,False,False
316010,True,True,True,False,True,False,False,False
316020,True,True,False,False,False,False,False,False
316030,True,True,False,False,False,False,False,False
316080,True,True,False,False,False,False,True,False
316140,True,False,False,False,False,False,False,False
316160,True,False,False,False,False,False,False,False
316180,True,False,False,False,False,False,False,False
316240,True,False,False,False,False,False,False,False
316260,True,True,False,False,False,False,False,False
316320,True,False,False,False,False,False,False,False
316370,True,False,False,False,False,False,True,False
316390,False,False,True,True,False,False,False,False
316420,True,False,False,False,False,False,False,False
316430,True,True,True,False,False,False,True,False
316480,True,True,False,False,False,False,False,False
316600,True,False,False,False,False,False,False,False
316610,True,False,False,False,False,False,False,False
316620,False,False,False,False,False,False,False,False
316630,False,False,False,False,False,False,False,False
316660,True,False,False,False,False,False,False,False
316700,True,False,False,False,False,False,False,False
316720,True,False,False,False,False,False,False,False
316740,True,False,False,False,False,False,False,False
316750,True,True,False,False,False,False,False,False
316790,True,False,False,False,False,False,False,False
316810,True,False,False,False,False,False,False,False
316830,False,False,False,False,False,False,False,False
316840,True,False,False,False,False,False,False,False
316890,True,False,False,False,False,False,False,False
316930,True,True,False,False,False,False,False,False
316950,True,False,False,False,False,False,False,False
316970,True,False,False,False,False,False,False,False
317020,True,False,False,False,False,False,False,False
317030,True,False,False,False,False,False,False,False
317040,True,True,False,False,False,False,False,False
317060,True,False,False,False,False,False,False,False
317080,True,False,False,False,False,False,False,True
317100,True,False,False,False,False,False,False,False
317110,False,False,False,True,False,False,False,False
317250,True,False,False,False,False,False,False,False
317280,True,False,False,False,False,False,False,False
317290,True,False,False,False,False,False,False,False
317300,True,False,False,False,False,False,False,False
317320,True,False,False,False,False,False,False,False
317330,True,True,True,False,False,False,False,False
317360,False,True,False,False,False,True,True,True
317380,True,False,False,False,False,False,False,False
317410,True,False,False,False,False,False,False,False
317440,True,False,False,False,False,False,False,False
317470,False,False,False,True,False,False,False,False
317510,True,False,False,False,False,False,False,False
317530,True,True,True,False,False,False,False,False
317580,True,False,False,False,False,False,False,False
317610,True,False,False,False,False,False,False,False
317620,True,False,False,False,False,False,False,False
317710,True,False,False,False,False,False,False,False
317720,True,False,False,False,False,False,False,False
317730,True,False,False,False,False,False,False,False
317820,True,False,False,False,False,False,False,False
317840,True,False,False,False,False,False,False,False
317850,True,False,False,False,False,False,True,False
317920,True,False,False,False,False,False,False,False
317940,True,False,False,False,False,False,False,False
317950,True,False,False,False,False,False,False,False
317970,True,False,False,False,False,False,False,False
318020,True,True,False,False,False,False,False,False
318090,True,False,False,False,False,False,False,False
318100,False,True,False,False,False,False,False,False
318130,True,False,False,False,False,False,False,False
318220,True,False,False,False,False,False,False,False
318230,True,False,False,False,False,False,False,False
318260,True,False,False,False,False,False,False,False
318300,True,False,False,False,False,False,False,False
318310,True,False,False,False,False,False,False,False
318330,True,False,False,False,False,False,False,False
318350,True,False,False,False,False,False,False,False
318430,True,False,False,False,False,False,False,False
318440,True,False,False,False,False,False,False,False
318480,True,True,False,False,False,False,False,False
318530,True,False,False,False,False,False,False,False
318560,True,False,False,False,False,False,False,False
318570,True,False,False,False,False,False,False,False
318600,True,False,False,False,False,False,False,False
318650,True,True,False,False,False,False,False,False
318660,True,False,False,False,False,False,False,False
318680,True,False,False,False,False,False,False,False
318690,True,False,False,False,False,False,False,False
318740,True,True,False,False,False,False,False,False
318860,True,False,False,False,False,False,False,False
318950,True,True,False,False,False,False,False,False
318970,True,False,False,False,False,False,False,False
319050,True,True,True,False,False,False,False,False
319080,True,False,False,False,False,False,False,False
319140,True,False,False,False,False,False,False,False
319170,True,False,False,False,False,False,False,False
319180,True,True,False,False,False,False,False,False
319210,True,True,False,False,False,False,False,False
319230,True,False,False,False,False,False,False,False
319250,True,False,False,False,False,False,False,False
319270,True,False,False,False,False,False,True,False
319280,True,True,False,False,False,False,False,False
319300,True,False,False,False,False,False,False,False
319320,True,False,False,False,False,False,False,False
319400,True,False,False,False,False,False,False,False
319410,True,True,False,False,False,False,False,False
319430,True,True,True,False,False,False,False,False
319450,True,True,False,False,False,False,False,False
319470,True,False,False,False,False,False,False,False
319480,True,False,False,False,False,False,False,False
319510,True,False,False,False,False,False,False,False
319550,True,False,False,False,False,False,False,False
319560,True,False,False,False,False,False,False,False
319570,False,True,False,False,False,False,False,False
319630,True,False,False,False,False,False,False,False
319730,True,False,False,True,False,False,False,False
319740,True,False,False,False,False,False,False,False
319780,True,False,False,False,False,False,False,False
319830,True,True,False,False,False,False,False,False
319850,True,False,False,False,False,False,False,False
319870,True,False,False,False,False,False,False,False
319910,True,True,True,False,False,False,True,False
319970,True,False,False,False,False,False,False,False
320020,True,False,False,False,False,False,False,False
320040,True,True,True,False,False,False,False,False
320090,True,False,False,False,False,False,False,False
320110,True,False,False,False,False,False,False,False
320120,True,False,False,False,False,False,False,False
320140,True,False,False,False,False,False,False,False
320150,True,False,False,False,False,False,False,False
320240,True,False,False,False,False,False,False,False
320300,True,False,False,False,False,False,False,False
320310,True,False,False,False,False,False,False,False
320320,True,True,False,False,False,False,False,False
320340,True,False,False,False,False,False,False,False
320400,True,False,False,False,False,False,False,False
320410,True,False,False,False,False,False,False,False
320430,True,True,False,False,False,False,False,False
320520,True,False,False,False,False,False,False,False
320540,True,True,False,False,False,False,False,False
320590,False,True,True,True,False,False,False,False
320610,True,False,False,False,False,False,False,False
320630,True,False,False,False,False,False,False,False
320650,True,False,False,False,False,False,False,False
320670,True,False,False,False,False,False,False,False
320690,True,False,False,False,False,False,False,False
320760,True,False,False,False,False,False,False,False
320790,False,True,False,False,False,False,False,False
320820,True,False,False,False,False,False,False,False
320840,True,False,False,False,False,False,False,False
320970,True,False,False,False,False,False,False,False
321030,True,False,False,False,False,False,False,False
321040,True,True,False,False,False,False,False,False
321060,True,False,False,False,False,False,False,False
321080,True,False,False,False,False,False,False,False
321110,True,False,False,False,False,False,False,False
321150,True,False,False,False,False,False,False,False
321190,True,False,False,False,False,False,False,False
321260,False,True,False,False,False,False,False,False
321270,True,True,True,False,False,False,False,False
321290,True,False,False,False,False,False,False,False
321310,True,False,False,False,False,False,False,False
321330,True,False,False,False,False,False,False,False
321350,True,False,False,False,False,False,False,False
321360,True,True,True,False,True,False,True,False
321370,True,False,False,False,False,False,False,False
321390,True,False,False,False,False,False,False,False
321400,False,True,True,False,False,False,False,False
321410,True,False,False,False,False,False,True,False
321450,True,False,False,False,False,False,False,False
321480,True,False,False,False,False,False,False,False
321490,True,True,False,False,False,False,False,False
321540,False,False,False,False,False,False,False,False
321560,True,False,False,False,False,False,False,False
321600,True,False,False,False,False,False,False,False
321610,True,False,False,False,False,False,False,False
321660,True,False,False,False,False,False,False,False
321710,True,False,False,False,False,False,False,False
321800,True,True,True,False,False,False,False,False
321830,True,True,True,False,False,False,False,False
321840,True,False,False,False,False,False,False,False
321860,True,True,False,False,False,False,False,False
321870,True,False,False,False,False,False,False,False
321880,True,False,False,False,False,False,False,False
321890,True,False,False,False,False,False,False,False
321920,True,False,False,False,False,False,False,False
321940,True,False,False,False,False,False,False,False
321950,True,False,False,False,False,False,False,False
321960,True,True,False,False,False,False,False,False
321980,True,False,False,False,False,False,False,False
322030,True,False,False,False,False,False,False,False
322040,True,False,False,False,False,False,False,False
322080,True,False,False,False,False,False,False,False
322110,True,True,True,False,False,False,False,False
322130,True,True,False,False,False,False,False,False
322170,True,False,False,False,False,False,True,False
322190,True,False,False,False,False,False,False,False
322210,True,True,False,False,False,False,False,False
322290,True,False,False,False,False,False,False,False
322300,False,True,False,True,False,False,False,False
322330,True,True,True,False,False,False,False,False
322410,False,False,False,False,False,False,False,False
322430,True,False,False,False,False,False,False,False
322440,True,False,False,False,False,False,False,False
322500,True,False,False,False,False,False,False,False
322520,True,True,False,False,False,False,False,False
322540,True,False,False,False,False,False,False,False
322550,True,False,False,False,False,False,False,False
322580,True,False,False,False,False,False,False,False
322600,True,False,False,False,False,False,False,False
322630,True,False,False,False,False,False,False,False
322680,True,False,False,False,False,False,False,False
322750,True,False,False,False,False,False,False,False
322770,True,False,False,False,False,False,False,True
322780,False,True,False,True,False,False,False,False
322850,True,True,False,False,False,False,False,False
322900,True,True,False,False,False,False,True,False
322910,True,True,False,False,True,False,False,False
322920,True,True,True,False,False,False,False,False
322930,True,False,False,False,False,False,False,False
322950,True,True,False,False,False,False,False,False
322970,True,False,False,False,False,False,False,False
322980,True,False,False,False,False,False,False,False
322990,True,False,False,False,False,False,False,False
323000,True,False,False,False,False,False,False,False
323020,True,False,False,False,False,False,False,False
323040,True,False,False,False,False,False,False,False
323060,True,False,False,False,False,False,False,False
323220,True,True,True,False,False,False,False,False
323240,True,False,False,False,False,False,False,False
323250,True,False,False,False,False,False,False,False
323260,True,False,False,False,False,False,False,False
323270,True,False,False,False,False,False,False,False
323280,True,False,False,False,False,False,False,False
323320,True,False,False,False,False,False,False,False
323370,False,True,True,True,False,False,False,False
323380,True,False,False,False,False,False,False,False
323430,True,False,False,False,False,False,False,False
323450,True,False,False,False,False,False,False,False
323460,True,False,True,False,False,False,False,False
323470,True,True,True,False,False,False,False,False
323490,True,False,False,False,False,False,False,False
323580,True,False,False,False,False,False,False,False
323610,True,True,True,False,False,False,False,False
323620,False,False,False,False,False,False,False,False
323630,True,False,False,False,False,False,False,False
323670,True,True,False,False,False,False,False,False
323680,True,False,False,False,False,False,False,True
323700,True,False,False,False,False,False,False,False
323720,True,False,False,False,False,False,False,False
323780,True,False,False,False,False,False,False,False
323850,True,True,False,False,False,False,True,False
323900,True,True,False,False,False,False,False,False
323910,False,False,False,False,False,False,False,True
323950,True,False,False,False,False,False,False,False
324070,True,False,False,False,False,False,False,False
324080,True,True,True,False,False,False,False,False
324090,True,True,False,False,False,False,False,False
324110,True,True,False,False,False,False,False,False
324120,True,False,False,False,False,False,False,False
324140,True,True,False,False,False,False,False,False
324160,True,False,False,False,False,False,False,False
324170,True,False,False,False,False,False,False,False
324190,True,True,False,False,False,False,False,False
324240,True,False,False,False,False,False,False,False
324260,True,True,True,False,False,False,False,False
324270,True,False,False,False,False,False,False,False
324310,True,True,True,False,False,False,False,False
324360,False,True,False,False,False,False,False,False
324390,True,False,False,False,False,False,False,False
324400,True,True,False,False,False,False,False,False
324420,True,True,False,False,False,False,False,False
324450,True,False,False,False,False,False,False,False
324470,True,True,False,False,False,False,False,False
324510,False,True,True,True,False,False,False,False
324570,True,False,False,False,False,False,False,False
324610,True,False,False,False,False,False,False,False
324650,True,False,False,False,False,False,False,False
324680,True,True,False,False,False,False,True,False
324710,True,False,False,False,False,False,False,False
324730,True,False,False,False,False,False,False,False
324740,True,False,False,False,False,False,False,False
324750,True,False,False,False,False,False,False,False
324760,True,True,False,False,False,False,False,False
324770,True,False,False,False,False,False,False,False
324800,True,False,True,False,False,False,False,False
324810,True,True,True,False,False,False,True,False
325060,True,False,False,False,False,False,False,False
325090,True,False,False,False,False,False,False,False
325110,True,False,False,False,False,False,False,False
325120,True,False,False,False,False,False,False,False
325150,True,False,False,False,False,False,False,False
325160,True,False,False,False,False,False,False,False
325180,False,False,False,False,False,False,False,False
325210,True,False,True,False,False,False,False,False
325300,True,True,True,False,False,False,False,False
325320,True,False,False,False,False,False,False,False
325330,False,False,False,False,False,False,False,False
325370,True,False,False,False,False,False,False,False
325420,True,True,True,False,False,False,False,False
325430,True,True,False,False,False,False,False,False
325470,True,False,False,False,False,False,False,False
325520,True,False,False,False,False,False,False,False
325600,True,True,True,False,False,False,False,False
325610,True,True,False,False,False,False,False,False
