ID,MinReqsText,RecReqsText
267060,Minimum:OS: Ubuntu 12.4Processor: 1 GHzMemory: 512 MB RAMGraphics: OpenGL 1.1 compatibleStorage: 670 MB available space,
267670,Minimum:OS: Ubuntu 12.04 LTSProcessor: 1 GHz ProcessorMemory: 256 MB RAMGraphics: 3D graphics cardStorage: 30 MB available spaceAdditional Notes: Running on integrated DOSBox,
267730,Minimum:OS: Ubuntu 12 Fedora 20 etcProcessor: Core 2 Duo or equivalentMemory: 2 GB RAMGraphics: Memory:512MB Minimum Resolution:1280x800Storage: 1 GB available spaceSound Card: Any Linux compatible sound device stereo speakers or head phonesAdditional Notes: Valid email address and Internet connection (broadband not required) required for multiplayer,
267750,Minimum:OS: Ubuntu 14.04Processor: 2.0+ GHz or betterMemory: 2 GB RAMGraphics: 1024 MB NVidia or ATI graphics card with dedicated driversNetwork: Broadband Internet connectionStorage: 3 GB available spaceAdditional Notes: Requires internet connection to play,Recommended:OS: Ubuntu 14.04Processor: 2.5+ GHz or betterMemory: 4 GB RAMGraphics: 2048 MB NVidia or ATI graphics card with dedicated driversNetwork: Broadband Internet connectionStorage: 3 GB available spaceAdditional Notes: Requires internet connection to play
268200,Minimum:OS: Ubuntu 14.04 LTS or higher Steam OSProcessor: Core 2 DuoMemory: 2 GB RAMStorage: 1 GB available spaceSound Card: SB16 compatable,Recommended:OS: Ubuntu 14.04 LTS or higher Steam OSProcessor: Core i5Memory: 4 GB RAMGraphics: with latest graphics driversStorage: 1 GB available spaceSound Card: SB16 compatable
268220,Minimum:OS: Ubuntu 12.04 or EquivalentProcessor: 2.0 GHz Dual Core ProcessorMemory: 1 GB RAMGraphics: Integrated Graphics (256MB)Storage: 250 MB available space,Recommended:OS: Ubuntu 14.04 or EquivalentProcessor: 3.0GHz i5 Dual Core or equivalentMemory: 4 GB RAMGraphics: Nvidia GeForce GTX 650 Radeon HD 3600 (1GB)Storage: 1 GB available space
268340,,
268360,Minimum:OS: Ubuntu 12.04+Processor: 2.0 GHz Core 2 DuoMemory: 2 GB RAMGraphics: 512 MB Graphics Card comparable to Radeon X1600Network: Broadband Internet connectionStorage: 500 MB available spaceSound Card: pulseaudio requiredAdditional Notes: Supported Controllers: XBox 360 Pad PS3 Controller PS4 Controller,
268500,Minimum:OS: Ubuntu 14.04.2 64-bit or Steam OSProcessor: Intel i3-3225 3.3ghzMemory: 4 GB RAMGraphics: NVIDIA 650 (1GB)Storage: 45 GB available spaceAdditional Notes: AMD and Intel GPUs are not supported at time of release. Nvidia requires 352.55 or newer drivers.,Recommended:OS: Ubuntu 14.04.2 64-bit or Steam OSProcessor: Intel i7 seriesMemory: 8 GB RAMGraphics: NVIDIA 960 (2GB)Storage: 45 GB available spaceAdditional Notes: AMD and Intel GPUs are not supported at time of release. We recommend Nvidia 358.16 drivers for best performance in XCOM 2
268650,Minimum:Memory: 4 GB RAMStorage: 1 GB available spaceAdditional Notes: Steam connection required to play the game,Recommended:Memory: 4 GB RAMStorage: 1 GB available space
268750,Minimum:Processor: 1.6GhzMemory: 512 MB RAMStorage: 450 MB available spaceSound Card: Any,Recommended:Processor: 2.4 GhzMemory: 4 GB RAMNetwork: Broadband Internet connectionStorage: 1 GB available space
268810,Minimum:OS: Ubuntu 12+Processor: 1.6 GHzMemory: 1 GB RAMGraphics: OpenGL 1.2+ or compatible graphics cardStorage: 786 MB available space,
268870,Minimum:OS: Ubuntu 12.04 or newerProcessor: x86 Dual Core 2.4 GHzMemory: 3 GB RAMGraphics: OpenGL 3.2+ GPU with 1GB of memoryStorage: 2 GB available space,Recommended:Processor: x86 Quad Core 3.4GHz or greaterMemory: 4 GB RAMGraphics: OpenGL 3.2+ GPU with 2GB of memoryStorage: 2 GB available space
269010,Minimum:OS: x86 or compatible processor,
269150,Minimum:Processor: 1 GhzMemory: 500 MB RAMStorage: 250 MB available space,Recommended:Processor: 2 GhzMemory: 2 GB RAMGraphics: Geforce or RadeonStorage: 500 MB available space
269210,Minimum:OS: UbuntuProcessor: DualCore 1.8 GHZGraphics: 512 mbStorage: 100 MB available spaceAdditional Notes: This game DOES NOT WORK on low end laptops with INTEGRATED GPUs such as HD4000 ETC.,Recommended:OS: UbuntuProcessor: QuadCore 2.4 GHZGraphics: 1 GBStorage: 100 MB available spaceAdditional Notes: This game DOES NOT WORK on low end laptops with INTEGRATED GPUs such as HD4000 ETC.
269250,Minimum:Processor: 1.2 GHz Pentium 4Memory: 512 MB RAMGraphics: 1280 x 720,
269370,Minimum:OS: Ubuntu 14.04 LTS 64 bitProcessor: 2 GhzMemory: 2 GB RAMGraphics: OpenGL 2.1Storage: 100 MB available space,
269530,Minimum:Processor: 2 ghzMemory: 2 GB RAMNetwork: Broadband Internet connectionStorage: 600 MB available space,Recommended:Processor: 3 ghzMemory: 4 GB RAMNetwork: Broadband Internet connectionStorage: 700 MB available space
269630,Minimum:OS: Ubuntu 12.04+Processor: 1.4GHz or faster processorGraphics: Intel HD2000Storage: 500 MB available spaceAdditional Notes: Resolution 640X480,Recommended:Additional Notes: Resolution 1920X1080 aspect ratio 16:9
269650,Minimum:OS: Ubuntu 10.04 or newer / SteamOSProcessor: Intel Pentium/AMD 2.0 GHz or fasterMemory: 1536 MB RAMGraphics: NVIDIA(r) GeForce(r) 8800 / ATI(tm) Radeon(tm) 2600 or betterStorage: 8 GB available spaceAdditional Notes: Keyboard and mouse or Linux compatible gamepad,Recommended:OS: Ubuntu 10.04 or newer / SteamOSProcessor: Intel i5 2.4 GHzMemory: 4 GB RAMGraphics: NVIDIA(r) GeForce(r) GT 650M / AMD(tm) Radeon(tm) HD 5770 or betterStorage: 8 GB available spaceAdditional Notes: Keyboard and mouse or Linux compatible gamepad
269670,Minimum:Processor: 2.0 GHz 64bit CPU (Dual Core recommended)Memory: 1 GB RAMGraphics: Graphics Card made within the last 5 years (Pixel Shader 3.0 Vertex Shader 3.0)Storage: 300 MB available space,
269690,Minimum:OS: Ubuntu or SteamOSMemory: 1 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 1 GB available spaceAdditional Notes: Minimum screen resolution of 1024x768,Recommended:OS: Ubuntu or SteamOSMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 1 GB available spaceAdditional Notes: Recommended screen resolution of 1920x1080
269790,Minimum:OS: Ubuntu 14.04Processor: Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce 8800GT or AMD Radeon HD 3830 or Intel HD Graphics 4000 OpenGL 2.1Storage: 5 GB available spaceSound Card: OSS Compatible,Recommended:OS: Ubuntu 14.10Processor: Intel Core i5-2300 or AMD Phenom II X4 940 or betterMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 550 or AMD Radeon HD 7750 with 1 GB VRAM or better OpenGL 3.0Storage: 10 GB available spaceSound Card: OSS Compatible
269810,Minimum:OS: Ubuntu MintProcessor: 2.0 GHz CPU (Dual-core recommended)Memory: 4 GB RAMGraphics: Dedicated Video card with Shader model 3.0 support.Storage: 2 GB available space,
269890,,
270030,Minimum:OS: 10.7Processor: 2GHzGraphics: Intel HD 4000Storage: 500 MB available spaceAdditional Notes: Its a snowboarding horse game it can run on anything,Recommended:Additional Notes: Its a snowboarding horse game it can run on anything
270050,Minimum:OS: Ubuntu 12.10+Processor: 1.4GHz or fasterMemory: 512 MB RAMGraphics: OpenGL 2.0 compatible with 128MB RamStorage: 256 MB available spaceAdditional Notes: Monitor 1024x768 or higher,
270070,Minimum:OS: Ubuntu 14Processor: Intel Core 2 DuoMemory: 4 GB RAMStorage: 4 GB available space,
270150,Minimum:Processor: 1.6 GHz Dual CoreMemory: 2 GB RAMGraphics: NVidia Geforce 6800 ATI x800 Intel HD3000 or equivalent  with 256MB VRAM - please note that the game is not playable with ATI/AMD proprietary drivers!Storage: 600 MB available spaceAdditional Notes: Try out the latest demo to see if the game will run fine for you.,Recommended:Processor: 2.4 GHz Dual CoreMemory: 2 GB RAMNetwork: Broadband Internet connection
270170,Minimum:OS: Ubuntu 13.04+ Fedora 18+ Arch GentooProcessor: Intel Pentium 3 / Athlon 64 or laterMemory: 512 MB RAMAdditional Notes: Gamepad support unavailable on Linux platform,
270210,Minimum:OS: glibc 2.15+Processor: 2.4Ghz Intel Core 2 Duo or equivalentMemory: 2 GB RAMGraphics: OpenGL 3.0+ supportStorage: 100 MB available spaceSound Card: RequiredAdditional Notes: libmpg123 (i386) is required to play MP3s.,Recommended:OS: glibc 2.15+Processor: 2.8Ghz+ Intel Core 2 Duo or equivalentMemory: 2 GB RAMGraphics: OpenGL 3.3+ supportStorage: 1 GB available spaceSound Card: Required
270270,Minimum:OS: Ubuntu 14.04Processor: 2.4 Ghz Core i5Memory: 4 GB RAMGraphics: NVIDIA GeForce GT 650MStorage: 4 GB available space,Recommended:OS: Ubuntu 14.04Processor: 3.0 Ghz Core i7Memory: 8 GB RAMGraphics: NVIDIA GeForce GT 750MStorage: 4 GB available space
270330,Minimum:Processor: 1.7 GHz Dual-Core ProcessorMemory: 2048 MB RAMGraphics: 256 MB OpenGL 2.0 compatible video cardStorage: 1100 MB available space,
270450,Minimum:OS: 64-bit or 32-bit Ubuntu LinuxMemory: 2 GB RAMStorage: 400 MB available space,Recommended:OS: 64-bit or 32-bit Ubuntu LinuxMemory: 4 GB RAMNetwork: Broadband Internet connectionStorage: 400 MB available space
270490,Minimum:Processor: 2 GHz dual coreMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
270570,Minimum:OS: UbuntuProcessor: Intel Core(tm) Duo or betterMemory: 2 GB RAMGraphics: OpenGL compliant video cardStorage: 600 MB available space,
270750,Minimum:OS: Ubuntu 12.04 LTSProcessor: 1 GHz ProcessorMemory: 256 MB RAMGraphics: 3D graphics cardStorage: 90 MB available spaceAdditional Notes: Running on integrated DOSBox,
270760,Minimum:OS: Ubuntu 12.04 LTSProcessor: 1 GHz ProcessorMemory: 256 MB RAMGraphics: 3D graphics cardStorage: 650 MB available spaceAdditional Notes: Running on integrated DOSBox,
270880,Minimum:OS: Ubuntu 14.04 64-bitProcessor: Dual core CPU 2.4 GHzMemory: 4 GB RAMGraphics: GeForce GTS 450-class (Intel HD 4000)Storage: 3 GB available space,Recommended:OS: Ubuntu 14.04 64-bitProcessor: Quad core CPU 3.0 GHzMemory: 6 GB RAMGraphics: GeForce GTX 760-class (2 GB)Storage: 3 GB available space
271570,Minimum:OS: UbuntuProcessor: 1.5ghzMemory: 2 GB RAMGraphics: Nvidia/ATI graphics card with 256MB of memory or more.Storage: 250 MB available spaceAdditional Notes: Broadband Internet Connection Required,Recommended:OS: UbuntuProcessor: 2ghzMemory: 4 GB RAMGraphics: Nvidia/ATI graphics card with 512MB of memory or more.Storage: 250 MB available spaceAdditional Notes: Broadband Internet Connection Required
271730,Minimum:Processor: Dual Core CPUMemory: 2 GB RAMGraphics: Intel HD Graphics 3000 Nvidia GeForce GT 7800 ATI Radeon HD 4800 SeriesNetwork: Broadband Internet connection,
271820,Minimum:OS: Debian 6.0 based distrosProcessor: 2 GHzMemory: 1 GB RAMGraphics: Shader Model 2,
271900,Minimum:OS: Ubuntu 10.04 or laterProcessor: 2.0Ghz+Memory: 2 GB RAMGraphics: Shader Model 2.0+,
272060,Minimum:OS: UbuntuProcessor: 1.6GhzMemory: 1 GB RAMGraphics: OpenGL 2.0 compatible with 128MBStorage: 500 MB available space,
272230,Minimum:Processor: Passmark CPU 1000 or betterMemory: 2 GB RAMGraphics: Passmark GPU 200 or better with OpenGL 2.0 supportStorage: 10 MB available space,
272330,Minimum:Processor: 2.8 GHZ Intel Core 2 Duo or betterMemory: 1 GB RAMGraphics: Dedicated video card recommended,
272600,Minimum:OS: Fedora Core 13 Ubuntu 10.10 openSUSE 11.3Processor: Intel(r) Pentium(r) III 1GHz or fasterMemory: 512 GB RAMStorage: 200 MB available space,
272890,Minimum:OS: Ubuntu 13.04Processor: 2.0GHz CPUMemory: 512 MB RAMGraphics: 512MB graphics cardStorage: 2 GB available space,Recommended:OS: Ubuntu 13.04Processor: 2.0GHz CPUMemory: 512 MB RAMGraphics: 512MB graphics cardStorage: 2 GB available space
273070,Minimum:OS: Ubuntu 10.10 or later although other unsupported distros may workProcessor: 2.2Ghz CPUMemory: 2 GB RAMGraphics: Screen resolution at least 720px high and 1024px wide.Storage: 1 GB available space,
273960,Minimum:OS: Ubuntu 14.04.1 LTS 32/64 bit / Linux Mint 17 Qiana 32/64 bitProcessor: 2.6GHz Pentium(r) IV or equivalentMemory: 2 GB RAMGraphics: 128 MB PCIe NVIDIA(r) Geforce(r) 6600GT or equivalentStorage: 4 GB available space,Recommended:OS: Ubuntu 14.04.1 LTS 32/64 bit / Linux Mint 17 Qiana 32/64 bitProcessor: Dual Core 2.4Ghz Processor or equivalentMemory: 4 GB RAMGraphics: 512 MB NVIDIA(r) Geforce 8800 GTX or equivalentStorage: 4 GB available space
274170,Minimum:OS: Ubuntu 12.04 or laterProcessor: 2.4 GHz Intel Core 2 Duo or betterMemory: 1 GB RAMStorage: 600 MB available space,Recommended:OS: Ubuntu 12.04 or laterProcessor: 2.8 GHz Intel Core 2 Duo or betterMemory: 2 GB RAMStorage: 600 MB available space
274190,Minimum:OS: Ubuntu 12.04 or laterProcessor: Intel Core(tm) Duo or fasterMemory: 8 GB RAMAdditional Notes: Gamepad highly recommended.,
274230,Minimum:OS: Ubuntu 12.04 or laterProcessor: 1.8 GHz Dual-CoreMemory: 2 GB RAMStorage: 300 MB available spaceAdditional Notes: Controller recommended.,
274250,Minimum:OS: Ubuntu 12.04 or laterProcessor: Dual Core 2.0 GhzMemory: 2 GB RAMGraphics: NVIDIA GeForce 9400m or equal AMD Video Card / Intel HD3000Storage: 300 MB available spaceAdditional Notes: Microsoft Xbox 360 or Sony PS3 DualShock strongly recommended.,Recommended:OS: Ubuntu 12.04 or laterProcessor: Dual Core 2.2 GhzMemory: 2 GB RAMGraphics: NVIDIA GT 650M or equal AMD video card / Intel HD4000Storage: 300 MB available spaceAdditional Notes: Microsoft Xbox 360 or Sony PS3 DualShock strongly recommended.
274270,Minimum:Processor: 2.0 GHz +Memory: 1 GB RAMStorage: 500 MB available space,
274290,Minimum:OS: Ubuntu 12 or equivalent 32BitProcessor: Intel Core(tm) Duo or fasterMemory: 2 GB RAMGraphics: Direct X 9.0c compliant video card with at least 512MbStorage: 460 MB available space,
274350,Minimum:OS: Ubuntu 12.04Memory: 1 GB RAMStorage: 1 GB available space,
274480,Minimum:Processor: 1.5 GHz processorMemory: 256 MB RAMGraphics: GeForce 2 or betterNetwork: Broadband Internet connectionStorage: 200 MB available space,
274500,Minimum:Processor: 2.6 GHz or fasterMemory: 4 GB RAMGraphics: AMD Radeon 5770 / NVIDIA GTX 460 or betterStorage: 1 GB available space,
274520,Minimum:OS: Ubuntu 12.04 or laterProcessor: Intel Core 2 Duo 2.8Ghz or equivalentMemory: 3 GB RAMGraphics: Geforce 8800GT / ATI Radeon HD 4850Additional Notes: Requirements may change during development. Minimum resolution: 1280x768,
274900,Minimum:OS: glibc 2.15+ 32/64-bit. S3TC support is NOT required.Memory: 1 GB RAMGraphics: OpenGL 3.0+ (2.1 with ARB extensions acceptable)Network: Broadband Internet connectionStorage: 250 MB available space,Recommended:Memory: 2 GB RAM
274960,Minimum:OS: Ubuntu 12.04/13.04 Linux Mint 14 & 15 (64-bit only)Processor: 64-bit Dual Core betterMemory: 512 MB RAMGraphics: Shader 3.0 / Open GL 3.0+Network: Broadband Internet connectionStorage: 2 GB available spaceAdditional Notes: These requirements are likely to change by release,
274980,Minimum:OS: Any (tested on Ubuntu)Memory: 1 GB RAMGraphics: Pretty much any 3D graphics cardStorage: 1 GB available spaceAdditional Notes: Made with Unity,
275100,Minimum:OS: Ubuntu 12.04Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHzMemory: 2 GB RAMGraphics: GeForce 240 GT or Radeon HD 6570 - 1024 MB (1 gig)Storage: 2 GB available spaceSound Card: OpenAL Compatible Sound Card,
275180,Minimum:OS: Ubuntu 12.04 LTS fully updatedProcessor: 1.8 GHz dual core CPUMemory: 4 GB RAMGraphics: 256 MB GeForce 8800 Radeon HD 2000 or Intel HD 4000 GraphicsStorage: 1500 MB available spaceAdditional Notes: Open GL: 2.1,
275670,Minimum:OS: Ubuntu 14.04/SteamOSProcessor: AMD/INTEL DUAL-CORE 2.4 GHZMemory: 2048 MB RAMGraphics: 512 MB 100% OPENGL 2.1 COMPATIBLE NVIDIA GEFORCE 8600/ATI RADEON HD 2600/INTEL HD 2000Storage: 1 GB available spaceSound Card: FMOD COMPATIBLEAdditional Notes: INTERNET CONNECTION REQUIRED FOR THE GAME ACTIVATION,
277490,Minimum:OS: Ubuntu 12.04 or laterProcessor: 2.4 GHz or equivalent processorMemory: 2 GB RAMGraphics: 500 MB Video RAM and at least Shader Model 2.0Storage: 900 MB available space,
277510,Minimum:Memory: 512 MB RAMStorage: 500 MB available space,
277680,Minimum:OS: Linux 32 or 64bit kernel with GLIBC 2.14 or newerProcessor: CPU with SSE2 support required (Core 2 Duo Athlon X2 or newer).Memory: 1024 MB RAMGraphics: OpenGL 2.1 compatible graphics cardStorage: 600 MB available spaceSound Card: OpenAL compatibleAdditional Notes: Requires SDL 2.0 or newer (comes with Steam) and OpenAL,Recommended:OS: Recent Debian Ubuntu or Steam OS distroProcessor: Core i3 or betterMemory: 2048 MB RAMGraphics: Nvidia GeForce or AMD Radeon recommended.
277700,Minimum:OS: Linux 32 or 64bit kernel with GLIBC 2.14 or newerProcessor: CPU with SSE2 support required (Core 2 Duo Athlon X2 or newer).Memory: 2048 MB RAMGraphics: OpenGL 3.1 or higher required (NVIDIA GeForce 8000 series AMD Radeon HD series or newer). Intel HD cards not supported on Linux.Storage: 2 GB available spaceSound Card: Additional Notes:,Recommended:OS: Recent Debian Ubuntu or Steam OS distroProcessor: Quad core processor Intel Core i5 AMD Athlon X4 or betterMemory: 4096 MB RAMGraphics: NVIDIA GeForce or AMD Radeon with 1024MB VRAM recommended.
277850,Minimum:OS: Ubuntu 12.04 LTSProcessor: 2.0+ GhzMemory: 1 GB RAMStorage: 500 MB available spaceAdditional Notes: J.S. Joust requires a Bluetooth connection and at least two Playstation Move controllers sold separately. BaraBariBall Super Pole Riders and Hokra require two USB game controllers with twin analog sticks.,
278420,Minimum:OS: Ubuntu 12.04+Processor: Intel Core i3 or betterMemory: 2 GB RAMGraphics: Intel HD 4000 or betterStorage: 1 GB available space,
278460,Minimum:OS: Ubuntu 12.04 or higherMemory: 1 GB RAMGraphics: Radeon HD 2400 or comparableStorage: 200 MB available space,
278620,Minimum:OS: Ubuntu Trusty Tahr 14.04 or equivalentProcessor: Core 2 DuoMemory: 2 GB RAMGraphics: SM3 512MB VRAMStorage: 1 GB available space,Recommended:OS: Ubuntu Trusty Tahr 14.04 or equivalentProcessor: Core i3Memory: 4 GB RAMGraphics: SM4 1GB VRAMStorage: 2 GB available space
278640,Minimum:OS: Ubuntu 12.04 and NewerProcessor: Intel Core 2 Duo 2.1 ghz or equivalent Memory: 1 GB RAMGraphics: 2nd Generation Intel Core HD Graphics (2000/3000) 256MBStorage: 250 MB available space,
278910,Minimum:OS: Ubuntu 13.xxProcessor: DualCore AMD/Intel 2.3 GHzMemory: 4 GB RAMGraphics: AMD Radeon 4850 / Nvidia 8800 GTS 512 Mb or equivalentStorage: 1024 MB available spaceAdditional Notes: Linux users with AMD graphics cards may experience issues with game crashing at various points. This can be remedied by changing the graphics card drivers to a different version including to the open source driver version. Please consult the forums for more information.,Recommended:OS: Ubuntu 13.xxProcessor: QuadCore AMD/Intel 3.0 GHzMemory: 4 GB RAMGraphics: AMD Radeon 5850 / Nvidia 9800 GTX 1 GB or equivalentNetwork: Broadband Internet connectionStorage: 1024 MB available spaceAdditional Notes: Linux users with AMD graphics cards may experience issues with game crashing at various points. This can be remedied by changing the graphics card drivers to a different version including to the open source driver version. Please consult the forums for more information.
278930,Minimum:OS: Ubuntu 12.04Processor: Pentium 4 1.4GHz or betterMemory: 512 MB RAMGraphics: OpenGL-compatible GeForce or Radeon recommendedStorage: 512 MB available spaceSound Card: DirectSound-compatible Sound Card,
279140,Minimum:OS: Ubuntu 12.04 or laterProcessor: Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or HigherMemory: 2 GB RAMStorage: 1 GB available space,
279160,Minimum:Memory: 512 MB RAMStorage: 65 MB available space,
279580,Minimum:OS: Ubuntu 12.04 LTS (32bit)Processor: 1.7 GHz Dual CoreMemory: 2 GB RAMGraphics: NVIDIA GeForce GTX 260 ATI Radeon 4870 HD Intel HD 4000 or equivalent card with at least 512 MB VRAMStorage: 700 MB available space,Recommended:OS: Ubuntu 12.04 LTS or higher (32bit)Processor: Intel Core 2 Duo at 2.2 GHz AMD Athlon 64 2.2GhzMemory: 3 GB RAMGraphics: NVIDIA GeForce GTX 460 AMD Radeon HD 6850Storage: 800 MB available space
279800,Minimum:OS: Ubuntu 12.04 (32/64bit)Processor: 1.5 GHzMemory: 512 MB RAMGraphics: 128 MB VRAMStorage: 1 GB available space,Recommended:OS: Ubuntu 12.04 (32/64bit)Processor: 2 GHzMemory: 1 GB RAMGraphics: 256 MB VRAMStorage: 1 GB available space
279900,Minimum:OS: 64-bit Major Linux distribution from 2014Processor: Core i3 / AMD A6 2.4GhzMemory: 2 GB RAMGraphics: NVIDIA GeForce GTX 260 / AMD Radeon HD 5750. OpenGL 3.3Storage: 5 GB available space,
279920,Minimum:OS: Ubuntu 12.4Processor: 1 GHzMemory: 512 MB RAMGraphics: OpenGL 1.1 compatibleStorage: 1 GB available space,
279940,Minimum:Processor: 2.0 GHz CPUMemory: 2 GB RAMGraphics: NVIDIA GeForce 8 Series or higher/ATI X1600 or higher (Pixel Shader 3.0)Storage: 13 GB available space,
279990,Minimum:OS: Ubuntu 12.04 or equivalent (32bit or 64bit with ia32-libs installed)Processor: 18 GHzMemory: 1 GB RAMAdditional Notes: Linux 64bit users need to have ia32-libs package installed (sudo apt get install ia32-libs),
280040,Minimum:Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: Hardware accelerated graphics with dedicated memoryStorage: 150 MB available space,
280160,Minimum:OS: Ubuntu Equivalent 64-bit DistroProcessor: 2 GHz 64-bit CPUMemory: 4 GB RAMGraphics: OpenGL 3 Compatible GPU with 1GB Video RAMStorage: 6 GB available space,
280220,Minimum:Memory: 1 GB RAMStorage: 500 MB available space,Recommended:Memory: 4 GB RAMStorage: 1 GB available space
280360,Minimum:OS: Ubuntu 12.04 LTS fully updatedProcessor: 2 GHzMemory: 1 GB RAMGraphics: 1024x768 minimum resolution OpenGL 2.0 Support and recommended dedicated graphics card with 128 MB of RAMStorage: 200 MB available space,
280460,Minimum:OS: Ubuntu 14.04 LTSProcessor: Intel Core 2 Duo 1.7ghzMemory: 2 GB RAMGraphics: Intel HD 4600 or higherStorage: 300 MB available space,Recommended:OS: Ubuntu 14.04 LTSProcessor: Intel i3 or higherMemory: 2 GB RAMGraphics: Nvidia GeForce 450 or Radeon 4770 or higherNetwork: Broadband Internet connectionStorage: 300 MB available space
280520,Minimum:OS: Ubuntu 12.04 x64 LTS or laterProcessor: 1.7+ GHz or betterMemory: 2 GB RAMGraphics: 256+MB and OpenGL 2.1 compatible GPU and 1024x768 resolutionNetwork: Broadband Internet connectionStorage: 256 MB available space,
280540,Minimum:OS: 32-bit and 64-bit  systems/Debian based.Processor: 1.2GHzMemory: 4 GB RAMGraphics: 256MB VRAMStorage: 350 MB available spaceAdditional Notes: Also sucessfully installed on Ubuntu and Gentoo. Try demo first.,
280830,Minimum:OS: GNU - Linux (Debian based)Processor: 1.5 Ghz (Intel Celeron / AMD Athlon 64 x2)Memory: 2 GB RAMGraphics: Intel HD GraphicsStorage: 2 GB available spaceSound Card: ALSA compatibleAdditional Notes: Intel GMA cards doesnt work with Foosball - Street Edition.,Recommended:OS: Ubuntu Linux 11.10+Processor: 2.4 Ghz (Intel Core i5 / AMD Phenom II)Memory: 4 GB RAMGraphics: GeForce 8000+ / Radeon HD 5000+Storage: 3 GB available spaceSound Card: ALSA compatible
280910,,
281060,Minimum:OS: UbuntuProcessor: Intel Core(tm) Duo or betterGraphics: OpenGL compliant video cardStorage: 400 MB available space,
281200,Minimum:Processor: AMD Athlon 64 X2 Dual Core Processor 4600+ 2.4GHz / Intel Pentium D 805 2.66GHz or higherGraphics: NVIDIA GeForce 9600 GT 512 MB / ATI Radeon HD 4650 1GB or higher | Shader Model 3+Storage: 3 GB available space,Recommended:Processor: AMD Athlon 7850 Dual Core Processor 2.8GHz / Intel Core 2 Duo E7500 2.93 GHzGraphics: NVIDIA GeForce 9600 GT 1GB / ATI Radeon HD 4650 1GB  | Shader Model 3+Storage: 3 GB available space
281750,Minimum:OS: Ubuntu Linux 10.10 or later other distros incl. Arch Linux Gentoo Debian should work. Both 32-bit and 64-bit systems are supportedProcessor: 2.33 GHz Single CoreMemory: 1 GB RAMStorage: 2 GB available space,
281920,Minimum:OS: ErmYeah2.0 or betterProcessor: 2x 2GHz with SSE2Memory: 2 GB RAMGraphics: SM3.0 GPU with 768MB memory mobile/integrated GPUs might not work!Storage: 500 MB available space,Recommended:OS: NewAndShinyProcessor: 2x 3GHzMemory: 2 GB RAMGraphics: NVidia Geforce GTX 470 or AMD Radeon HD 4850Storage: 500 MB available space
281990,Minimum:OS: Ubuntu 14.04 x86Processor: AMD Athlon II X4 640 @ 3.0 Ghz / or Intel Core 2 Quad 9400 @ 2.66 GhzMemory: 2 GB RAMGraphics: AMD HD 5770 / or Nvidia GTX 460 with 1024MB VRAM. Latest available proprietary drivers from both manufacturers.Storage: 4 GB available spaceAdditional Notes: Controller support: 3-button mouse keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.,Recommended:OS: Ubuntu 14.04 x64Processor: AMD Phenom II X4 850 @ 3.3 Ghz / or Intel i3 2100 @ 3.1 GhzMemory: 4 GB RAMGraphics: AMD HD 6850 / or Nvidia GTX 560TI with 1024MB VRAM (Latest available proprietary drivers from both manufacturers)Storage: 4 GB available spaceAdditional Notes: Controller support: 3-button mouse keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.
282070,Minimum:OS: Ubuntu 12.04Processor: Intel(R) Core(TM)2 Duo 2.4 AMD Athlon(TM) X2 2.8 GhzMemory: 2 GB RAMGraphics: Geforce 9600 GS Radeon HD4000 Shader Model 3.0 512 MB,Recommended:OS: Ubuntu 14.04Processor: Intel(R) Core(TM)2 Quad 2.7 Ghz AMD Phenom(TM)II X4 3 GhzMemory: 4 GB RAMGraphics: GeForce GTX 260 Radeon HD 5770 1024 MB Shader Model 3.0
282140,Minimum:OS: 64-bit  Major Linux distribution from 2014Processor: Core i3 / AMD A6 2.4GhzMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 260 / AMD Radeon HD 5750. OpenGL 3.3Storage: 25 GB available spaceAdditional Notes: Proprietary drivers. Integrated Intel graphics are not supported. They should work (Intel HD 4000-series or better) but with issues.,Recommended:OS: 64-bit Major Linux distribution from 2014Processor: Core i5 / AMD FX 2.4GhzMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 480 / AMD Radeon HD 5970. OpenGL 3.3Storage: 25 GB available spaceAdditional Notes: Proprietary drivers. Integrated Intel graphics are not supported. They should work (Intel HD 4000-series or better) but with issues.
