ID,MinReqsText,RecReqsText
49600,OS: OS X Snow Leopard 10.6.3 or later.Processor: Intel Memory: 512 MB RAM Hard Disk Space: 250mb HD space,
49800,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 and up to 10.9 Maverick.  The game currently does not support 10.9 Maverick.Processor: 2 GHz Intel CPUMemory: 512MBGraphics: Dedicated Video Card w/ 128MB of Video MemoryHard Drive: 100MB,
49810,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 2 GHz CPUMemory: 512 MbGraphics: Dedicated Video Card w/128 Mb of Video MemoryHard Drive: 400MB,
50100,Minimum:OS: 10.8.5 (Mountain Lion) 10.9.5 (Mavericks) 10.10.5 (Yosemite) 10.11.1 (El Capitan)Processor: Intel Core 2 Duo (Dual-Core) CPU Speed: 2.4 GHzMemory: 2 GB RAM Hard Disk Space: 8 GB Video Card (ATI): Radeon HD 2600Video Card (NVidia): Geforce 8600Video Card (Intel): HD 4000Video Memory (VRam): 256MBMultiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported.  Please note it is possible for Mac and PC to become out of sync during updates.  Within this short time period Mac users will only be able to play other Mac users.NOTICE:This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive)NOTICE: The following video chipsets are not supported for Civilization V:ATI Radeon X1000 series HD 2400Nvidia GeForce 7000 series 8600 9400Intel GMA (950/X3100) HD 3000,Recommended:Processor: Intel Quad CoreMemory: 4GBCPU Speed: 2.4 GHzVideo RAM: 1GB
50130,Minimum:OS: 10.10.5Processor: Intel Core i3 2.0GHzMemory: 4GBHard Drive: 8GBGraphics: Intel HD4000* AMD 5000 Series NVIDIA 6xx Series with 512Mb VRAM (Integrated cards require at least 8GB RAM)Note: *The following graphics cards are not supported: AMD Radeon HD 4xxx series ATI X1xxx series ATI HD2xxx series Intel HD3000 Intel HD5300 Intel GMA series Intel HD 515 NVIDIA 9xxx series NVIDIA 7xxx series NVIDIA 3xx series and NVIDIA 8xxx series.,Recommended:OS: 10.11.6Processor: 2.4 GHzMemory: 8GBHard Drive: 8GBGraphics: 2GB AMD R9 series Nvidia 6xx seires Intel Iris Pro 6200.Note: The following graphics cards are not supported: AMD Radeon HD 4xxx series ATI X1xxx series ATI HD2xxx series Intel HD3000 Intel HD5300 Intel GMA series Intel HD 515 NVIDIA 9xxx series NVIDIA 7xxx series NVIDIA 3xx series and NVIDIA 8xxx series.
50300,MinimumOSX: 10.7.5                Processor:  Intel Dual Core processor                Memory: 2 GB RAM                Hard Disk Space:  6 GB free                                Video Card: Radeon HD 4670/4850/4870                 Sound: Stereo CompatibleAdditional: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game). Two button Mouse recommended.,RecommendedMaverick OSX: 10.7.5                Processor:  Intel Dual Core processor                Memory: 4 GB RAM                Hard Disk Space:  6 GB free                                Video Card: - Radeon HD 5670/5750/5770/5870/6630/6750/6770/6970 GeForce 8800/9600/120/130/Quadro FX 5600 GeForce 9400/285/320/330/Quadro FX 4800 GeForce 640/650/660/675/680                Sound: Stereo CompatibleAdditional: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game). Two button Mouse recommended.
50820,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later Processor: Intel Core Duo Memory: 1 GB Graphics: 64 MB Hard Drive: 500 MB Other Requirements:,
50910,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.CPU Speed: 1.83 GHzMemory: 512 MB RAM,
51010,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.CPU Speed: 1.83 GHzMemory: 512 MB RAM,
51020,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.CPU Speed: 1.83 GHzMemory: 512 MB RAM,
51030,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.CPU Speed: 1.83 GHzMemory: 512 MB RAM,
51100,Minimum:OS: MacOS X 10.6.6 or higherProcessor: Intel Core Duo Processor (2GHz or better)Memory: 4 GB RAMGraphics: ATI Radeon HD 2400 / NVidia 8600MNetwork: Broadband Internet connectionStorage: 8 GB available space,Recommended:Processor: 3.5 GHz Quad CoreMemory: 6 GB RAMNetwork: Broadband Internet connectionStorage: 10 GB available space
52003,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
55020,Minimum:OS: OS X 10.5.8Processor: 1GHzMemory: 512MBGraphics: OpenGL-compatibleHard Drive: 40MBOther Requirements:,
55040,OS: OSX 10.6 or laterProcessor: 1GHzMemory: 512MBHard Disk Space: 60MBVideo Card: 60MB OpenGL-compatibleOptional: Gamepad or Joystick required for multiplayer,
57000,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or laterProcessor: Intel Mac 1.0 GHz or betterMemory: 512MB RAMGraphics: ATI x800 or better GeForce 6600 or better Intel GMA 950 or betterHard Drive: 150MB or greater,
57200,OS: OS X version 10.6Processor: Intel 1.7GHz ProcessorMemory: 1 GBGraphics: OpenGL 2.0 (Shader Model 3) compatible graphics cardHard Drive: 500 MBSound: Any supported by the OS,
57300,Minimum:OS: Mac OS X 10.5.8 or newerProcessor: 2.0GhzMemory: 1 GB RAMGraphics: Radeon X1000/GeForce 6 (Integrated Intel Graphics not supported)Hard Drive: 2GB space free,
57640,,
57690,Minimum:OS: 10.8.5Processor: 2.0 GHzMemory: 4 GB MemoryGraphics: 256 MB*Hard Drive:6GB HD spaceOther Requirements: The following graphics cards are not supported: ATI X1xxx series ATI HD2xxx series Intel GMA series NVIDIA 7xxx series and NVIDIA 8xxx series. The following cards require you to have 8GB of system RAM: Intel HD3000 NVIDIA 9400 Intel HD4000 and NVIDIA 320M.,Recommended:OS: 10.9.4Processor: 2.4 GHzMemory: 8 GB MemoryGraphics: 512 MB*Hard Drive: 6GB HD spaceOther Requirements: The following graphics cards are not supported: ATI X1xxx series ATI HD2xxx series Intel GMA series NVIDIA 7xxx series and NVIDIA 8xxx series. The following cards require you to have 8GB of system RAM: Intel HD3000 NVIDIA 9400 Intel HD4000 and NVIDIA 320M.
57740,Minimum:OS: MAC OSX Lion or aboveProcessor: Core 2 Duo Processor (18 GHz or better)Memory: 4 GB RAMHard Disk Space: 13 GB HDD SpaceVideo Card: Shader 3.0 compatible graphics card (Ati 2600 Geforce 8800 or similar) with 512 MB RAMSound: DirectX Compatible Sound CardKnown issues: Visual artifacts could be displayed when using the following visual cards: AMD Radeon HD 6000 or GeForce 8800 GT.,Recommended:Processor: i5 Processor (24 GHz or better)Memory: 6 GB RAM or moreVideo Card: Shader 3.0 compatible graphics card (Ati 5850 and Geforce 460 or better) with 768 MB RAMKnown issues: Visual artifacts could be displayed when using the following visual cards: AMD Radeon HD 6000 or GeForce 8800 GT.
57800,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Any IntelMemory: 256mbGraphics: 64mb Nvidia GeForce 4 Ti or ATI equivalent Hard Drive: 300mb,
57900,Minimum:OS: 10.8.5 (Mountain Lion) 10.9.5 (Mavericks) 10.10.5 (Yosemite) 10.11.1 (El Capitan)Processor: Intel Core 2 Duo (Dual-Core) 2.4 GHzMemory: 2 GBHard Disk Space: 10 GB free disk spaceVideo Card: ATI Radeon 2600/NVidia Geforce 8600 256MB or better. NVIDIA GeForce 9400M not supported. Intel integrated video chipsets (including GMA 950) are not supported. Other Requirements: Mouse and keyboard. Apple original CPUs only CPU upgrades not supported. NVIDIA GeForce 9400M not supported. This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive),Recommended:OS: OS X 10.8.5 Processor: Intel Quad Core 2.6 GHzMemory: 4 GBHard Disk Space: 10 GB free disk spaceVideo Card: ATI Radeon 2600/NVidia Geforce 8600 512MB or better. NVIDIA GeForce 9400M not supported. Intel integrated video chipsets (including GMA 950) are not supported. Other Requirements: Mouse and keyboard. Apple original CPUs only CPU upgrades not supported. This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive)
58200,OS: Mac OS X 10.6 10.5.8 Processor: G4 800 MHz or faster processorMemory: 256 MB RAMGraphics: StandardHard Drive: 160 MBSound: Standard,
58230,Minimum:OS:OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Memory:256 MB RAMGraphics:256MB VRAMHard Drive:415 MB HD space,Recommended:OS:OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Memory:500 MB RAMGraphics:256MB VRAMHard Drive:415 MB HD space
58570,OS: MAC OS X 10.6.6 or higherProcessor: Intel/AMD 2 GHz or betterMemory: 1GBHard Disk Space: 8GBVideo Card: : 256 MB ATI Radeon X800/Intel GMA 3000/NVIDIA GeForce 6800 or higherAdditional: INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION.,
58610,OS: MAC OS X 10.6.8Processor: INTEL CORE 2 DUO 2.4 GHZMemory: 2048 MBGraphics: 256 MB ATI RADEON HD 4670/NVIDIA GEFORCE GT120/320M OR HIGHERHard Drive: 10 GBOther: INTERNET CONNECTION REQUIRED FOR ONLINE GAMING,
60340,OS: 10.5.8 or laterProcessor: Intel Processor 1.5GHz  Memory: 512MB RAMGraphics: 128 MB Video CardHard Drive: 100 MBSound: 16-bit Sound Card,
60350,OS: OS X version Snow Leopard 10.5.8 or later.Processor: 1.6 GHz (INTEL ONLY)Memory: 512 MBHard Disk Space: 200 MBVideo Card: 128 MB,
60700,OS: OS X Version Leopard 10.5.8 Snow Leopard 10.6.3 or laterProcessor: Intel MacMemory: 512 MBGraphics: 256 MB video RAM and Shader Model 2.0Hard Drive: 200 MBSound: Standard audio,
61310,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1.2 GHz Dual-Core or higherMemory: 2GB or higherHard Disk Space: 50MB,
61600,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Any Intel CPUMemory: 512 MBGraphics: Intel GMA 950 or betterHard Drive: 250 MBController: Multi-Touch trackpad or Magic Trackpad recommended,
61730,Minimum:OS:OSX Snow Leopard 10.6.8 or laterProcessor:Intel Core 2 Duo 2.4Ghz or betterMemory:1 GB RAMGraphics:Graphics Card with 256MB RAM or higherHard Drive:300 MB HD spaceAdditional:In order to play Critter Crunchs online modes a network connection is required,
62000,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1GHz (Intel Only)Memory: 512MBGraphics: 64MBHard Drive: 90MB,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor:2GHz (Intel Only)Memory: 1GBGraphics: 64MBHard Drive: 90MB
63000,OS:OSX 10.5.8 or betterProcessor: Dual Core 2GhzMemory: 2GBHard Disk Space: 625 MBVideo Card: ATI Radeon X800 XL or betterSound: Supports OpenAL 1.1 or betterAdditional: Requires OpenGL 2.0 support or better. XBox 360 controller recommended.Multiplayer: Online multiplayer requires Internet Connection.,
63500,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Intel Core DuoMemory: 512 MBGraphics: 64 MBHard Drive: 300 MB,
63700,Minimum: OS: OS X version Snow Leopard 10.6.3 or later.Processor: 2.0+ GHzMemory: 512 MBGraphics: OpenGL 2.1 and shader model 3 with 128 MB of memoryHard Drive: 100 MBSound: Any sound card capable of stereo output,
63710,Minimum: OS: OS X version Snow Leopard 10.6.3 or later.Processor: 2.0+ GHzMemory: 512 MBGraphics: OpenGL 2.1 and shader model 3 with 128 MB of memoryHard Drive: 100 MBSound: Any sound card capable of stereo output,
65080,OS: Mac OS X 10.5.8 or laterProcessor: 1 GHZMemory: 256 MBGraphics: 32 MB 3DHard Drive: 350 MB,
65300,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Core 2 Duo 2.0 GHz or equivalentMemory: 1GBHard Disk Space: 400MB Free SpaceVideo Card: 256MB RAM with Shader Model 2.0 supportOpenGL: Version 2.1,
65800,OS: OS X version Snow Leopard 10.6.3 or later.Processor: 1.3 GHz Intel CPUMemory: 2 GB RAMHard Disk Space: 3 GBVideo Card: Open GL 2.1 / Shader Model 3 capable graphics card with 256 MB video RAM,
65930,Minimum:OS: Mac OS X Mountain Lion 10.7.5 or higherProcessor: Intel Core i series processorMemory: 4 GB RAMGraphics: AMD HD4870 / NVIDIA 8800GT / Intel Iris Graphics or betterStorage: 15 GB available spaceAdditional Notes: Keyboard and 3 button Mouse or Logitech Dual Analog Stick Gamepad,Recommended:OS: Mac OS X Lion 10.9 or higherProcessor: Intel Core i series processorMemory: 4 GB RAMGraphics: AMD HD5870 / Nvidia 650M or betterStorage: 15 GB available spaceAdditional Notes: Keyboard and 3 button Mouse or Logitech Dual Analog Stick Gamepad
65980,Minimum:OS: 10.9.5 (Mavericks) 10.10 (Yosemite)Processor: Intel Core i3 (2.2 ghz)Memory: 4 GB RAMGraphics: ATI Radeon 4850 / nVidia 640M /Intel HD 4000Storage: 8 GB available spaceAdditional Notes: NOTICE: It is possible for Mac and PC to become out of sync during updates or patches.  Within this short time period Mac users will only be able to play other Mac users.  NOTICE: The following video chipsets are unsupported for Civilization: Beyond Earth (Mac)  * ATI Radeon X1000 series HD 2400 2600 3870 4670 6490 6630 * NVIDIA GeForce 7000 series 8600 8800 9400 9600 320 330 GT 120 * Intel GMA series HD 3000,
67000,OS: OS X Snow Leopard 10.6.3 or later. (10.5 is not supported)Processor: Intel Mac 1.8GHz or betterMemory: 1GBGraphics: NVIDIA(r) GeForce(r) 7600 or better ATI Radeon(r) HD 2000 series or better with 256MB video memory (512 MB recommended). Intel HD cards may hang up or have very low framerate.Video: OpenGL: 2.1  GLSL: 1.2Hard Drive: 100MB,
67370,OS: Mac OS X Snow Leopard 10.6.8 or higherProcessor: Intel Core 2 Duo processorMemory: 2 GB RAMHard Disk Space: 10 GB freeVideo Memory: 256MBVideo Card: AMD HD2600 / Nvidia 9600GT with at least 256 MB VRAMAdditional: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include Steam Client for Mac OS X.,OS: Mac OS X Lion 10.7.3 or higherProcessor: Intel Core i Series processorMemory: 4 GB RAM or higherHard Disk Space: 10 GB freeVideo Memory: 512+ MBVideo Card: AMD HD4870 with at least 512 MB VRAM
70100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later. Processor: 1 GHz processor or faster Memory: 1Gb RAM Hard Disk Space: 200Mb free disk space Video Card: 32Mb video card,
70110,Minimum:OS: Mac OS X 10.5.8Processor: 1 GhzMemory: 512 MbHard Drive: 200 MbGraphics:32Mb video card,
70120,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1 GHz processor or faster Memory: 512Mb RAMHard Disk Space: 200Mb free disk space Video Card: 32Mb video card,
70300,Minimum:OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or laterProcessor: Intel Mac 2 GHzMemory: 256MBHard Drive: 42MBSound: Standard audio,
70500,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1.6Ghz minimum 2Ghz recommendedMemory: 1GB RAMGraphics: 128 MB video RAM and 800x600 minimum screen resolutionHard Drive: 200 MBSound: Standard audio,
70620,OS:OS X 10.6 or laterMemory:1GBProcessor: 1.83 GHz Intel Core Duo or betterVideo Card: Nvidia Geforce 8600 Radeon X1600 or betterHard Disk Space: 4.3 GB,
72000,Minimum:OS:10.6Processor:Intel Core 2 Duo or higherMemory:512 MB RAMGraphics:Dedicated graphics card 512MB with support for OpenGL 2.0 older or integrated (intel HD) cards probably will not work.Hard Drive:512 MB HD spaceAdditional:email support@closuregame.com if you have problems,Recommended:Memory:1 GB RAMAdditional:email support@closuregame.com if you have problems
73010,OS: OS X Snow Leopard 10.6.3 or later.Processor: 2 GHz Dual Core or higherMemory: 2GB RAMHard Disk Space: 2GBVideo Card: NVIDIA GeForce 8800/ATI Radeon HD 3850 or higher with 512 MB RAM OpenGL 3.0,
78000,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Intel Core Duo 1.66GHz or better processorMemory: 1+GB of RAMGraphics: 128+MB of video memory (256+MB recommended)Hard Drive: 320+MB of free hard drive space,
80200,OS: OS X version 10.6 or later.Processor: 2.33 GHz Intel Processor or betterMemory: 3 GBHard Disk Space: 1GBSound: Integrated sound,
80310,,
80330,,
80340,,
80350,,
90200,Minimum:OS: Mac OS X 10.5.8 10.6.1Processor: Intel CPU 1.83 GHzMemory: 1 GB RAMGraphics: Nvidia Geforce 8600 Radeon X1600 or better (min. 256 MB VRAM)Hard Drive: 1 GB free hard drive space,
91200,OS: OS X Snow Leopard 10.6.3 or later.Processor: Intel Pentium 4 2.4GHz or AMD Athlon 64 +2800Memory: 2 GB Graphics: NVIDIA GeForce 7600 / ATI Radeon X1800 or equivalentHard Drive: 1 GB,
91600,OS: OS X 10.6.3Processor: 1.6 GHz Dual Core ProcessorMemory: 2 GB RAMHard Disk Space: 2 GB Free SpaceVideo Card: Open GL 3.3 Shader Model 3  256 MB VRAM,
93200,Minimum:OS: OS X 10.7+Processor: 1.8GHz single core Memory: 512MB RAMHard Disk Space: 520MBVideo Card: OpenGL 1.5+ 128MB video memory,Recommended:Processor: 2GHz dual core Video Card: OpenGL 2.1+ 256MB video memory
94200,OS: OS X version Snow Leopard 10.6.3 or later.Processor: Intel(r) Core2 Duo 2.1 Ghz or betterMemory: 2 GB RAMHard Disk Space: 250 MBVideo Card: Any OpenGL 2.0 graphics card with 256MB+ video RAM and full GLSL supportAdditional: One keyboard controller or mouse required per player. Supports multiple joysticks. 3-buttons required for mouse play.,OS: OS X version Yosemite 10.10.3 or later.Processor: Intel(r) Core2 Duo 2.1 Ghz or betterMemory: 2 GB RAMHard Disk Space: 250 MBVideo Card: Any OpenGL 2.0 graphics card with 512MB+ video RAM and full GLSL supportAdditional: One keyboard controller or mouse required per player. Supports multiple joysticks. 3-buttons required for mouse play.
94300,OS: OSX Leopard 10.5.8 Snow Leopard 10.6.3 or laterProcessor: Intel Mac 1.8 GHz processorMemory: 1 GB RAMHard Drive: 800 MB HD spaceAdditional Notes: Mouse recommended,
94400,Minimum:OS: 10.9Processor: 1.2GHz processorMemory: 512 MB RAMNetwork: Broadband Internet connectionStorage: 200 MB available space,Recommended:OS: 10.9Processor: 1.4GHz processor or fasterMemory: 1 GB RAMNetwork: Broadband Internet connectionStorage: 200 MB available space
94500,,
94510,,
94520,,
94530,,
94590,OS: OS X version Snow Leopard 10.6.3 or later. (Not Compatible with Mac OS 10.8.x and above)Processor: 2.3 GHz Intel or equivalentMemory: 4 GB RAMHard Disk Space: 500 MB Space FreeVideo Card: 512 MB NVidia or ATI graphics cardAdditional: Not recommended for MAC Minis or early-generation MacBooks,
94600,Minimum:OS: OS X version Snow Leopard 10.6.3 or later.Processor: 2.3 Ghz Intel or equivalentMemory: 4 GB RAMGraphics: 512 MB NVidia or ATI graphics cardStorage: 500 MB available spaceAdditional Notes: Not recommended for Mac Minis or early-generation MacBooks,
94610,,
94620,OS: OS X version Snow Leopard 10.6.3 or later.Processor: 2.3 Ghz Intel or equivalent Memory: 4 GB RAMHard Disk Space: 500MbVideo Card: 512 MB NVidia or ATI graphics card Additional: Not recommended for Mac Minis or early-generation MacBooks,
95000,Minimum:OS: OSX 10.7 (10.8.4+ required with Intel HD graphics)Processor: 1.8Ghz dual core or betterMemory: 2 GB RAMGraphics: Intel HD 4000 or betterHard Drive: 500MbIntel HD graphics users: Due to a known bug in Intel drivers game will not work with Intel cards and OSX lower than 10.8.4.Mac version doesnt support controller.,
95300,OS: Lion 10.7.5 Yosemite strongly recommended Processor Dual Core CPUMemory: 1.5 GB RAMHard Disk Space: 1.0 GB free spaceVideo Card: OpenGL 3.0+ support (2.1 with ARB extensions acceptable),
95400,,
96000,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1.5 Ghz Intel and above Memory: 512 MB RAMHard Disk Space: 180Mb,
97000,OS: OSX 10.6 or greaterProcessor: Intel Core 2 DuoMemory: 2 GBHard Disk Space: 100 MBVideo Card: 128 MB Graphics Card that supports OpenGL 2.0,
98100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor:2.0 GHz Dual CoreMemory:2 GB RAMHard Drive:200 MB HD space,
98200,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1GHZ PowerPC (or Intel) Memory: 512 MBGraphics: Hard Drive: 220 MBSound:,
98600,NOTE: Controller (Big Picture Mode) is currently not supported in the Mac-Version!OS: OS X 10.6 Snow LeopardProcessor: 1.5+ GHz or equivalentMemory: 1 GBHard Disk Space: 500 MB,
98800,OS: OS X version Snow Leopard 10.6.3 or laterProcessor:  Core 2 Duo/Athlon 64 or above recommendedMemory:  1 GB of RAM minimum; 2 GB recommendedHard Disk Space:  400+ megabytes,
99700,,
99900,OS: OS X version Snow Leopard 10.6.3 or later.Processor: 1.3ghz processorMemory: 1GBGraphics: 64MB Video Memory. GeForce 5 series ATI 8500. Latest video driver.Display: 1024x600Hard Drive: 700MBJava: Version 1.6,
99910,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 500 MHzMemory: 256 MBHard Disk Space: 100 MB                                                        Java: Version 1.5,
100400,Minimum:OS: OS X 10.8 or higherMemory: 512 MBHard disk space: 20 MB,Recommended:Memory: 1 GbVideo Card: 32 bit color compatibilityAdditional: Three button mouse or mouse with scroll wheel
100410,Minimum:OS:Mac OSX 10.7 or higherProcessor:Intel CPU (Core 2 Duo or better)Memory:1 GB RAMGraphics:NoneHard Drive:70 MB HD space,
102400,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.  May not work on 10.7+; Ill update this when I can.Processor: 1.6GHzMemory: 512MBHard Disk Space: 30MBVideo Card: 128MB,
102840,OS: OS X 10.6 Snow Leopard or laterProcessor: 2.4 GHzMemory: 1.5 GBVideo Card: 256 MB VRAM NVIDIA Geforce 6800 Ultra or ATI Radeon X1950 PRO or greater,
104000,,
104020,OS:Mac OS 10.6+Processor:1.5GHz or betterMemory:512MB MB RAMGraphics:OpenGLHard Drive:50 MB HD space,
104100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 900MHz Intel Memory: 40 MBHard Disk Space: 10 MB Video Card: Onboard GraphicsSound: Standard Audio,
104600,Minimum:OS: Mac OS X v10.4.9Processor: Intel(r) Core(tm) Duo or faster processorMemory: 512MB of RAM (1GB recommended)Other Requirements: Adobe Air needs to be installed,
105000,Minimum:OS:Lion (10.7)Processor:2 GHz (Dual Core) IntelMemory:2 GB RAM,Recommended:OS:Lion (10.7)Processor:2 GHz (Dual Core) IntelMemory:2 GB RAM
105100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1Ghz Memory: 1 GB RAMHard Disk Space: 25 MB available hard drive space Video Card: 800 x 600 minimum screen resolution,
105300,,
105600,REQUIREDOS: OSX 10.9.5 10.10 Processor: 2.0 Ghz Memory: 2.5GBHard Disk Space: 200MB  Video Card: 128mb Video Memory capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable,RECOMMENDEDOS: OSX 10.9.5 10.10 Processor: Dual Core 3.0 Ghz Memory: 4GBHard Disk Space: 200MB  Video Card: 256mb Video Memory capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable
107100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1.7 GHz Dual Core or GreaterMemory: 2 GB RAMHard Disk Space: 1.5 GB Free SpaceVideo Card: 256 MB OpenGL 2.0 compatible graphics card,
107200,OS: Mac OS X 10.6.8 or laterProcessor: Intel Core Duo Processor (1.8GHz or better)Memory: 1 GB RAMHard Disk Space: 500 MB Free Space,
107800,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Intel MacMemory: 1GB RAMHard Disk Space: 3 GBVideo Card: OpenGL 2.0 compatible video card with 256 MB shared or dedicated RAM (ATI or NVIDIA)Sound: Required: Keyboard and Mouse with Secondary click enabled or gamepad (such as PS3 controller Xbox 360 controller for Windows or Logitech gamepads).        Additional:Notice that the game requires at least 256 MB of video memory to run smoothly. Specifically the game does NOT run properly on these configurations: iMac: 2006 (Intel GMA or ATI Radeon X1600 128MB or NVIDIA GeForce 7300GT 128MB)* iMac: 2007-2008 (ATI Radeon HD 2400 XT 128MB)* Mac Mini: 2006-2008 (Intel GMA) Mac Mini: early 2009 (NVIDIA GeForce 9400M 128MB)* Macbook: 2006-2008 (Intel GMA) Macbook Air: early 2008 (Intel GMA) Macbook Pro: 2006 (ATI Radeon X1600 128MB)* Macbook Pro: 2007 (NVIDIA GeForce 8600M GT 128MB)*Performance may be low on these configurations (switch to the lowest possible resolution from the game options): iMac: 2006 (ATI Radeon X1600 256MB) Mac Mini: 2009 (NVIDIA GeForce 9400M 256MB) Macbook: late 2008-2009 (NVIDIA GeForce 9400M 256MB) Macbook Air: late 2008-2009 (NVIDIA GeForce 9400M 256MB) Macbook Pro: 2006 (ATI Mobility Radeon X1600 256MB) Macbook Pro: mid 2009 (13 models MB990/MB991 with NVIDIA GeForce 9400M 256MB) Macbook Pro: mid 2009 (Low-end 15 model MC118 with NVIDIA GeForce 9400M 256MB)***) Please note that 256MB configurations of these models exist **) Please note that most 15 Macbook Pro models with GeForce 9400M also have faster GeForce 9600M GT with dedicated video memory,
108200,OS: OS X version 10.7 or betterProcessor: Intel 1.6 GHz single core Memory: 2 GB Hard Disk Space: 250 MB Video Card: 800x600 minimum resolution 1024x768 or better recommended,
108600,Nb. This is an Early Access game. A demo has been provided so you can be sure the game runs on your set-up to your satisfaction.OS: OS X 10.7.3 or later. Processor: Intel 2.77GHz Dual CoreMemory: 2Gb RamHard Disk Space: 1.23gig Video Card: OpenGL 2.1 compatible dedicated graphics card        Sound: OpenAL compatible sound card         Controllers currently unsupported in Mac,
110500,Minimum:OS:Mac OS X 10.9 MavericksMemory:256 MB RAMHard Drive:45 MB HD spaceSound:16-bit stereo sound,Recommended:OS:Mac OS X 10.9 MavericksMemory:1024 MB RAMHard Drive:60 MB HD spaceSound:16-bit stereo sound
111000,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 1.6 GHz or betterMemory: 512 MB or moreHard Disk Space: 150 MB,
111010,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: 2.0 GHz or betterMemory: 1024 MB or moreHard Disk Space: 270 MB,
111100,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Intel MacMemory: 512mbHard Disk Space: 100mbVideo Card: Video card with 64mb of memory,
111800,Minimum:OS:LeopardProcessor:Core2Memory:1 GB RAMGraphics:Intel HD GraphicsHard Drive:250 MB HD spaceSound:Integrated chipset OpenAL compatible,Recommended:OS:SnowLeopardProcessor:Core2Memory:2 GB RAMGraphics:AMD Radeon HDHard Drive:400 MB HD spaceSound:Integrated chipset OpenAL compatibleOther Requirements:Broadband Internet connection
112100,OS: OS X 10.5 or later,
113020,Minimum:OS:OS X version Snow Leopard 10.6.3 or later.Processor:2.0+ GHzMemory:2 GB RAMGraphics:OpenGL 2.1 and shader model 3 with 512 MB of memory.Hard Drive:500 MB HD spaceAdditional:Not recommended for Intel integrated graphics Mac Minis or early generation MacBooksOnline:Steamworks required for online play LAN not supported on Mac,
113200,OS: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 or later.Processor: Intel Mac 2.5 GHzMemory: 1GBHard Disk Space: 50MB,
